crop_stage,temperature,humidity,rainfall,soil_moisture,irrigation_needed
seedling,28.460683850677352,92.07803426540839,20.960272887719555,71.43328641694836,0
seedling,28.39699424014929,93.65361079929653,34.74596681158475,53.67075304040942,0
seedling,32.74213565872245,86.00341265516164,45.41652683483981,11.192088947883263,0
seedling,27.515490038008124,53.34131070246926,86.52114629106292,36.45835317880136,0
vegetative,33.42026989456026,87.70055432227579,95.50641453735598,78.51575764195043,0
ripening,32.22699038760628,71.50959654669185,51.89256786371652,57.69312511181642,0
ripening,28.386578324076368,57.94979073059635,87.00997902944219,21.26915029193934,0
seedling,28.908162042469108,32.32327436253144,60.81715856767794,42.24177240581504,0
ripening,31.83244319696513,80.05832807245284,34.90873419876755,77.67164206904403,0
flowering,23.120675042314314,62.63686274706735,19.419420761346906,47.429572209161535,0
flowering,35.158507813691045,81.10225246522896,41.31347717827648,11.72301696208772,0
vegetative,32.45473857781819,78.62148195731254,52.28242829238477,53.384045899318444,0
vegetative,33.62147943068536,81.58187892314288,4.444338825955619,28.98515716518119,1
vegetative,30.590768017318247,49.542325315289844,14.584116587085072,16.919216631383307,1
flowering,23.767633775867914,82.05190893939601,60.018442398144,38.203591131232514,0
vegetative,28.4805698127512,65.67501135030088,22.50015946771621,49.09661682025714,0
vegetative,28.485977325576897,60.76620302919431,83.73263760812975,11.192850263346191,0
seedling,27.136687840691472,73.8831843983492,32.69422497741906,49.133276604516325,0
vegetative,22.479205198475988,31.38831439099264,10.483420725325088,45.78422027877462,0
flowering,33.796067881543635,36.65059303269362,8.353058855531703,65.5735868169132,0
vegetative,23.75655132900001,48.991528735888934,93.71230205317796,39.6484871770778,0
vegetative,31.70093012872136,93.89435714725957,11.802031124187916,48.74153007689203,0
seedling,33.25147994347545,39.083475626222075,14.090976416206002,61.94065128399884,0
seedling,32.15658116693912,51.48875954934867,86.2666057932753,72.80021102473619,0
vegetative,37.3462760316476,33.31844920497503,25.4288130277344,36.60242032165813,1
vegetative,23.652770481362218,51.53247721902721,66.59514107544162,52.114344704820255,0
flowering,35.874674545683185,50.82120862320406,81.67256870298914,58.62276323914672,0
ripening,22.467043757582612,91.54246611139394,60.718064013019216,13.028947350953732,0
ripening,30.558669678833343,84.93501565472182,95.74885434478495,66.05323559402945,0
vegetative,28.46789788702814,54.87967425078015,70.88828992608414,36.420112965077564,0
ripening,30.386941766300133,31.609988772551162,11.275150990365834,56.916725901052686,0
ripening,27.841598032960157,84.01702240969959,55.84100265458799,43.01648463434643,0
ripening,25.04907063904109,72.93485151439512,71.81865260891838,59.16373998841951,0
flowering,22.30596635917904,39.903691437335134,80.19572403734452,60.70316854650453,0
flowering,30.290397020658787,94.74463261566217,2.632133528409153,23.409970944052713,1
vegetative,35.48442980295748,36.515173432568,71.88789152714244,56.35219640005153,0
flowering,27.971455291916705,86.3624452035881,82.56808210194495,69.59264065174611,0
ripening,25.565821088239684,49.12730066842978,74.68338109353564,26.489704035348236,0
flowering,23.288512055549504,58.297975311135204,51.234914565559805,63.07284289257145,0
seedling,23.364974769899256,81.70467424046045,45.802096308880294,54.36775792086565,0
ripening,25.542343140684356,74.03804313961066,54.941858329981585,76.85882241307947,0
ripening,23.600224974744883,90.96118433886255,70.46436988266021,28.217260410423258,0
vegetative,26.240635173831713,70.37412115492491,92.29142906324854,20.79944443606025,0
vegetative,23.058391393871275,36.35766049613843,61.7035210641125,31.848471069718993,0
vegetative,23.04967787535881,87.48342361072677,88.78343062834696,28.05711447385431,0
flowering,35.70041887396451,79.99510912425842,70.12568474457274,62.978293233145905,0
vegetative,24.59392417134133,76.27157930806592,6.833637743884758,61.31765126927588,0
vegetative,30.954918493175168,33.4926805779928,50.08281900016218,56.87794305987337,0
vegetative,34.37528871118449,55.754478403013366,28.648634831524234,25.146538012094148,1
flowering,29.302553045425064,40.88332826487005,28.517492813257228,70.32647652073628,0
seedling,24.45390204574953,83.42375404651148,35.592755121598415,76.96000891012494,0
ripening,25.19353827392183,75.53436048316108,31.473277200047576,47.212407267605116,0
vegetative,28.927747300498893,87.4000438257438,57.860998011710016,55.456091144057005,0
seedling,30.451745426856572,92.82738195007065,68.3601500353557,45.04844693143935,0
ripening,27.591044672776558,80.35859492251241,26.874938707673547,29.849040057182272,0
vegetative,34.50367360375458,94.62515040934953,12.976262256838133,30.030332279762295,1
vegetative,34.01634638170238,69.96004259937942,5.88087209344621,31.939436591443922,1
flowering,36.83538891796989,32.41342425294411,57.57528450305522,23.35950029149078,0
seedling,22.46324078443137,30.926348484769232,18.61301663330024,73.13465428405223,0
flowering,36.33106065936325,52.23675188824627,0.9247994223699374,70.08786938326801,0
ripening,28.281100615394415,83.5256617393899,92.77530793237041,42.31475529231857,0
seedling,36.053959926079905,86.29875591110752,53.71404190832406,35.70759887921193,0
flowering,33.05255641850447,92.45281437347407,9.244818024697278,75.73548495829691,0
seedling,37.79758011318349,34.232895455673194,84.29211121274854,25.566142846296707,0
flowering,34.14851922746669,32.89712221419816,98.32027382901181,48.747937162676116,0
seedling,27.832714015948586,89.36343376385719,44.86006620177172,13.814870887951384,0
seedling,30.017010765356034,49.828035393586006,4.248960823815818,23.38415379122143,1
ripening,28.02222648310962,66.26918103962612,11.75459407560635,52.28188533516568,0
ripening,27.83858937633981,93.85891739504615,38.165374664543215,56.352855699091876,0
ripening,26.174471990096954,56.029154757835016,88.55226374488771,50.66970730712678,0
seedling,29.93552472597551,73.28164089013958,14.803867927776205,70.87209911995029,0
seedling,32.90783912110978,56.05717163607905,82.39900940026955,79.53836545759229,0
ripening,26.437444340883896,79.93265319008069,1.4976260219019433,63.47032895070378,0
vegetative,30.39007697723552,64.30145716223628,45.7388698785811,42.55642489006312,0
ripening,23.878084706728913,45.43900396911273,64.43971409505681,68.37542686178719,0
flowering,24.55752458966706,47.634896581800305,6.03794820255964,18.427117591620114,0
ripening,22.748901675395018,46.77384881499647,61.476275061648664,57.82894875121508,0
seedling,37.531703084330125,64.60082133680646,94.44041214695561,46.28364512174038,0
ripening,22.061765624164178,75.70728604101818,16.025992013659508,22.464612037900288,0
seedling,24.8572794889225,91.70319350280424,72.96113830353528,78.10535320961498,0
ripening,31.805868049871876,75.11567938039369,60.90938979435434,33.69061938451233,0
ripening,23.301913581652883,80.7775348575554,18.511638887923056,53.07963841743684,0
vegetative,36.11034404954932,40.980197531196765,0.6203414709366029,71.50159662674665,0
flowering,33.51392252547661,54.31407062547617,0.9284450505927078,45.46821907403744,0
vegetative,37.46223954300629,56.895714290787296,53.20924091720286,18.05964951235023,0
seedling,30.122168755852236,74.61471495003074,94.27794095611935,67.3117359043103,0
seedling,26.806458930535797,49.23297846449678,64.42986274656124,34.724963694116035,0
ripening,30.79200916472434,49.7139748922783,71.42998462937436,78.81468082242871,0
seedling,36.893099476767574,53.13279505165643,49.38654869205371,71.86778125111906,0
ripening,30.33218299586977,82.66963530031009,58.18889426345698,69.741453334427,0
seedling,26.275312509797097,67.54335585281767,12.636752533060347,34.93772242765296,0
seedling,36.038380626785916,34.89302318912774,87.68206204006307,62.9990844466346,0
vegetative,27.95069997619938,35.08599647988047,76.07926286668018,79.04303441011122,0
seedling,22.022133599983988,54.13365137836246,99.81989528446096,46.842512836593194,0
flowering,25.962960359877055,79.82841828940029,29.772294755562136,42.95125084686621,0
flowering,27.091736146833,74.76442272111424,22.701777179605788,11.026607468044956,0
flowering,35.74043949171043,76.01885305232713,12.516165796134294,59.01426381144554,0
seedling,29.33605067306312,79.8686542935163,96.42097566160447,70.09342980212978,0
seedling,29.113396604980814,48.664926337611405,78.08851846280236,27.322003025728097,0
flowering,27.377636262398198,65.63665832623572,16.63246137196387,32.05172039802598,0
seedling,36.090849968753275,65.31792162059003,55.26864711082139,45.047391492830954,0
flowering,37.120428431046264,78.0761125766967,41.37682080672768,15.045611015306179,0
ripening,37.87024526647407,92.19658699186701,15.148600780619281,16.27497332691159,1
flowering,28.027860271375786,48.06934641170528,16.207298502996547,39.47775312216565,1
ripening,37.458359130034744,81.56330872920813,96.34699947451857,28.285326689239515,0
ripening,34.67007311409442,72.89808565401205,30.49641829577222,38.422611177293795,0
seedling,32.81102636230827,67.7154616061249,94.14392916839432,41.80704086699566,0
vegetative,25.91823167072159,80.36718565758113,7.5610673065084395,78.33913777173827,0
vegetative,25.46331617510736,91.36211031782645,46.080304229319054,76.09818740719861,0
vegetative,24.656765192339932,32.384942161511844,12.96190485167601,19.781110607783624,0
seedling,36.76410576360585,39.58100666335935,0.47873852411721707,71.78101816125725,0
seedling,26.705226598130658,79.15867004757253,55.37660737060766,15.6144663631055,0
ripening,29.249507927182055,35.446437939155494,11.389410481136341,45.534482880242784,0
ripening,29.903325343795576,63.548040548171045,72.20245309336796,21.473693007683575,0
vegetative,34.45074552720406,44.290950481704456,69.81163757068995,35.61245017498538,0
ripening,35.507759384848384,47.82922074977884,17.633290746448914,62.033815795406525,0
seedling,24.225163218377805,75.61963139138706,94.17421432655166,39.715383554979496,0
ripening,28.83046976337718,31.962530262466256,72.10434084324896,66.48659012999336,0
seedling,35.485678205367314,86.76576281362374,29.797026415692997,60.31709977262793,0
vegetative,35.08853289209341,58.891132097897554,70.92337639507906,75.99876123477114,0
flowering,23.63862013523866,62.655564103961574,73.1930277681536,47.390921441011415,0
flowering,24.502133581887406,65.10311764008998,34.22263312509606,66.15035677914567,0
seedling,26.867179065590527,71.96037914766711,37.55885624614592,32.60349744359363,0
flowering,23.205745105333445,52.415678130478625,35.91065076533001,34.20220915629052,0
vegetative,28.794608045449486,36.57198688662694,61.66184435520741,38.03573245070538,0
ripening,23.72188328239331,50.69463088330147,90.04101465401794,38.76410140086623,0
ripening,31.09148149871752,40.92923767148332,17.31932362285876,17.227725446618216,1
ripening,25.944911036978496,66.14865666428081,87.51996098363183,46.33692575323045,0
vegetative,31.542929045593965,50.671861012425126,2.76531565053425,16.77622534883179,1
flowering,23.8804102864582,92.27436656957326,66.03385959782224,72.28334950738349,0
vegetative,37.61414189469653,92.77272806871824,41.443887318969416,14.329134825630518,0
flowering,36.92097926171745,70.30818223693569,79.12815522324938,41.47861012165161,0
ripening,28.268751017034653,70.13732239837358,72.1198112930903,29.928584647330133,0
flowering,25.874857506017367,94.04960669686189,48.0107807145184,20.840859095813535,0
vegetative,26.006371405657163,87.6734048302871,64.38640367225968,64.86856835895486,0
flowering,29.734296563238274,79.7295466952791,50.177313069994526,60.0452679243668,0
ripening,22.63988483041147,50.383389763275574,81.15184706218832,20.216352312705915,0
ripening,32.23528169720203,53.760036827674966,47.6083985968232,54.29359487744171,0
seedling,28.532846533435915,43.08233977445625,52.31559899920758,65.47886171313122,0
seedling,28.038505161422197,61.66462824962935,25.052058641717856,64.13325542589209,0
flowering,34.949839543827174,94.37395393907268,60.50430168104724,16.45957183643531,0
vegetative,33.34456736293264,89.28981194575327,30.290480866983504,57.98589033320434,0
ripening,37.269341046283074,37.69271321126549,57.72840145429821,60.12167446185039,0
vegetative,27.63097984793105,31.6373688038829,16.967811557406986,70.35163869294192,0
flowering,36.36068423439049,88.41144844653729,15.94690923411588,45.563103720549066,0
flowering,34.319474980001424,64.91605831666598,41.702974119199354,42.27658002123501,0
vegetative,27.71879442551541,43.01234273354965,42.68195151105408,77.5581427443629,0
seedling,31.946646983252123,73.7874625230013,26.810926491253905,65.75585790171274,0
flowering,26.61711932242713,71.8745065654383,13.159685036669,49.11116935645423,0
ripening,35.990398673197475,37.93556444437037,3.9210539213897055,33.143194991789564,1
seedling,23.798837075396982,46.87401517734527,2.5231827287816144,69.16665972024575,0
flowering,25.398949780704655,33.90506768036177,27.155029000647566,41.88054726250833,0
seedling,24.92853267327874,43.64093080155923,46.18534421619371,16.487963451071245,0
ripening,28.44841603846862,38.59986886544909,72.6243281306127,41.843299089940786,0
flowering,33.923727360514064,42.56035901084614,47.4871700714009,71.03778773051025,0
vegetative,30.430519184834885,74.5553644843526,90.40508194352817,41.379750282611184,0
flowering,29.80282117661132,33.217483376969405,3.5219804575407077,11.004440341824509,1
vegetative,22.00873543835193,36.62054999113407,18.066062154063435,52.803972674152874,0
seedling,28.806427605680874,38.7212864750887,33.85144927701427,79.70810023879791,0
vegetative,23.016860397378537,50.57517286227871,57.749618806512245,67.20740088283583,0
vegetative,25.33205203394374,49.41877020537616,85.27361578939424,53.206656263270354,0
flowering,36.91830302336791,46.57914604558157,35.02019519565764,74.00792207585195,0
flowering,25.446371269491813,78.78488247310706,26.79886825044201,66.95071771557434,0
ripening,35.7334022181482,94.87148120427653,6.188916884289575,44.90475469180283,0
seedling,34.84629394498135,64.70856503587173,82.13034776981041,51.38541997851673,0
vegetative,24.546339791075887,91.37317666440623,37.966644320667896,61.19049664421139,0
seedling,31.691391316324463,55.7796572881942,57.15501954169343,69.24983147852053,0
ripening,23.850589950480213,36.934359042176375,98.35554181712205,14.072348166369798,0
seedling,33.64621053391218,56.570298915539425,0.15945706042945762,64.23627000128057,0
seedling,32.19939643795531,49.24830527195506,14.545014069886598,41.32524079847414,0
flowering,34.99101698705631,62.07145254879658,77.91109940193554,56.25589922110785,0
seedling,29.670152790227007,72.70783899956751,80.51274852078379,63.5243107671195,0
ripening,36.637809405334124,59.968264244906536,76.92471190327555,47.76513475192138,0
vegetative,22.789583148615037,90.78543328505867,53.699889104282924,21.096039540627935,0
seedling,26.686217040432233,87.5097134494597,97.88569810230561,38.666878206278625,0
ripening,33.440841559442674,75.62854368580281,39.61845599953205,15.381109562666584,0
flowering,28.689747387968012,61.82951930369569,60.19436981131123,58.25104838086847,0
vegetative,24.7672216683385,38.5596733179397,6.33690045488483,76.75943273741584,0
ripening,23.715371926856736,55.80588834054617,40.98574499073388,65.6676968556931,0
seedling,35.07742578338594,75.7861000610763,72.2500087509922,37.285049595098315,0
vegetative,29.570287655450308,48.51755883599253,23.873884077069928,50.90040472038461,0
flowering,36.116538750705715,36.75922504032233,94.38275890731485,31.29404730928084,0
seedling,33.73262614906761,89.01339973819083,68.6783367643289,47.87319196884755,0
seedling,28.555619290091897,76.08830263801039,28.757538285757146,31.050883404924818,1
seedling,27.97617622649094,69.99296773128131,76.89989227058564,61.682732975902695,0
flowering,30.250213546420028,81.51242886457958,8.31647718081091,28.153905559091783,1
vegetative,36.224959251035656,84.31699244292591,97.47744225104566,77.48142733037261,0
ripening,33.79645727542669,61.42483488111652,4.928525907355851,56.3364112521472,0
seedling,22.08244742830437,87.2772363416136,93.34558911487183,14.814449337869064,0
seedling,33.10652562190601,89.56723569557185,25.28538777482612,10.75444344539852,1
seedling,36.71211851049313,47.650821202610786,75.78241076908905,79.79324409435704,0
seedling,33.36729215207187,69.49044838640162,0.007369943310608917,25.43539047510555,1
vegetative,24.832092505079935,64.22796187333049,25.424008917959974,31.87939239200243,0
ripening,29.73629003883934,64.96647564487367,74.910060664972,24.588980994147583,0
flowering,24.245056286774712,90.94810110769653,53.233607089732224,74.96712407298276,0
flowering,27.74392445343411,49.837265675046886,11.495214963711486,55.64090017680299,0
vegetative,36.99387267104828,93.92320858524747,39.36297458372753,45.307042648927755,0
seedling,36.77288492093933,88.63852896227509,37.55493550845426,49.03555701447993,0
vegetative,26.525389634817326,59.81698775987767,56.81622441809498,32.25109931094311,0
vegetative,27.434096706659187,83.1344621351808,66.79770724602177,52.992250165468896,0
vegetative,31.603405890100703,79.98805463080913,84.083024241225,39.37202544184523,0
ripening,37.41115672416608,74.06317302520388,49.72313969773726,23.945970249692543,0
ripening,24.364821345046245,50.78920280990503,39.20217173051701,55.962356979691705,0
vegetative,26.110666298986708,42.769314468362005,14.397653409538169,36.16883984814484,0
vegetative,35.97690923665235,73.64930028977429,80.48229649897223,64.9546465382013,0
ripening,29.870275707333512,84.79326426607048,71.33704054145599,39.07764702566689,0
vegetative,36.38337747563251,31.05643126402903,40.86773974546853,45.57899625323375,0
ripening,24.96828636037082,71.78221939505329,51.84323099426694,65.12265354266273,0
ripening,30.52269739954177,58.786746600443806,66.51828444118888,41.35146650438118,0
flowering,27.220314122389958,88.37570408325394,16.480558984753777,77.63547945869152,0
flowering,27.064680958279617,50.89574050552334,2.719779440792025,65.51200670365782,0
ripening,29.150031423139186,60.822012797135415,31.750369918668543,67.8501283720485,0
vegetative,28.929239185620297,63.45986176228711,59.55850196361631,76.77443266926093,0
vegetative,27.71755007484727,39.12856888911844,48.66060912814587,37.21954401902452,0
vegetative,36.6395323250499,76.3379996754289,69.25546268631271,50.60561849275196,0
flowering,33.70790696692629,83.98096243286237,81.96898055745352,58.55142185569225,0
seedling,33.64075186130447,33.76410299825692,48.84424667302759,57.14209384784415,0
ripening,26.63861519347129,48.94027333489868,13.426702371782484,76.70557561927137,0
seedling,31.243350789069446,32.47290429977876,85.06279997989658,30.184404371483417,0
seedling,34.466870932829345,92.17536680473575,57.49903272741144,30.395307003819436,0
vegetative,34.72944589669141,73.36597334574853,73.99374807828707,74.26030814274027,0
seedling,27.512487372068996,92.6730272645608,70.46646536082916,65.95139492085917,0
vegetative,34.33396410509837,64.547128091535,96.82117713312417,24.234963684871843,0
seedling,33.774302348923726,82.13445405321491,29.530732233581393,49.90328146649374,0
ripening,24.264103769950403,54.3369089521831,70.5306772779262,62.20346138674298,0
flowering,35.855127497063634,52.99823711722166,36.56763331259183,34.71254733132564,0
flowering,29.061143522886574,54.587408111833625,39.54107209186417,40.4067575854973,0
vegetative,29.78256718221865,72.76103869221782,23.059463665872148,50.27776281626251,0
seedling,29.173906862367957,53.36445481640739,34.40101756508539,42.69759902837474,0
seedling,31.08553602364012,88.52388435427466,94.82967516582632,62.7129673048323,0
seedling,31.938707957872875,93.9128662282601,29.257084694760096,10.41571275781488,1
seedling,29.970873052207097,31.977723496905384,24.599060595658674,40.42427670737354,0
seedling,35.86861669214553,42.585513876162274,58.3137978473822,33.63069627302101,0
ripening,32.04375609912455,37.29624951818009,25.80359567417546,52.64148369808788,0
flowering,28.42284718888832,32.753663060943815,47.3385725594295,64.31709093169518,0
vegetative,28.667068110539375,44.80316456757362,83.4176256556237,15.330161354107116,0
